date,open,high,low,close,volume,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,spread,spread_pct
2025-03-14 12:00:00+00:00,1.44194,1.44246,1.44056,1.4409,10902,1.44185,1.44238,1.44047,1.44079,1.44203,1.44254,1.44065,1.441,0.00021000000000004349,0.01457422444305944
2025-03-14 13:00:00+00:00,1.44092,1.44135,1.43851,1.43893,14413,1.44081,1.44127,1.43842,1.43879,1.44103,1.44143,1.4386,1.43907,0.000280000000000058,0.019458903490792323
2025-03-14 14:00:00+00:00,1.43892,1.44027,1.43764,1.439,17771,1.43874,1.44011,1.43754,1.43893,1.43909,1.44043,1.43774,1.43908,0.00014999999999987246,0.010423905489914695
2025-03-14 15:00:00+00:00,1.43899,1.43986,1.43776,1.43789,11969,1.43891,1.43978,1.43766,1.43781,1.43907,1.43995,1.43786,1.43797,0.00015999999999993797,0.011127415866299785
2025-03-14 16:00:00+00:00,1.4379,1.4395,1.43702,1.43742,9994,1.43781,1.43941,1.43693,1.43733,1.43799,1.4396,1.43711,1.43751,0.000180000000000069,0.012522436031227407
2025-03-14 17:00:00+00:00,1.43744,1.4385,1.4369,1.43768,7958,1.43733,1.43842,1.43681,1.43758,1.43754,1.43859,1.43699,1.43778,0.00019999999999997797,0.013911301541370678
2025-03-14 18:00:00+00:00,1.43768,1.43799,1.43654,1.43744,6400,1.43757,1.4379,1.43644,1.43734,1.43778,1.43808,1.43665,1.43753,0.00018999999999991246,0.013217943009789101
2025-03-14 19:00:00+00:00,1.43743,1.43781,1.43584,1.43636,4776,1.43733,1.43771,1.43575,1.43626,1.43753,1.43791,1.43592,1.43645,0.00018999999999991246,0.013227881589567548
2025-03-14 20:00:00+00:00,1.43636,1.43829,1.43556,1.43692,4205,1.43628,1.4377,1.43549,1.43666,1.43645,1.43888,1.43564,1.43717,0.0005100000000000104,0.03549258135456466
2025-03-16 21:00:00+00:00,1.43724,1.43832,1.43635,1.43668,425,1.43649,1.43757,1.43607,1.43648,1.43799,1.43907,1.43663,1.43688,0.00039999999999995595,0.027841968984043484
2025-03-16 22:00:00+00:00,1.43668,1.43715,1.43583,1.43645,3319,1.43647,1.43704,1.43569,1.43634,1.43688,1.43727,1.43596,1.43656,0.000220000000000109,0.015315534825445298
2025-03-16 23:00:00+00:00,1.43644,1.43742,1.43608,1.43742,2853,1.43634,1.43734,1.43598,1.43733,1.43655,1.43752,1.43617,1.43752,0.00018999999999991246,0.013218126921839997
2025-03-17 00:00:00+00:00,1.43742,1.43751,1.4365,1.43704,4357,1.43733,1.43743,1.43641,1.43693,1.4375,1.43759,1.43658,1.43715,0.00021999999999988695,0.015309246785050306
2025-03-17 01:00:00+00:00,1.43703,1.4378,1.43672,1.43746,5664,1.43693,1.4377,1.43662,1.43735,1.43713,1.4379,1.43682,1.43756,0.00021000000000004349,0.014609102166324175
2025-03-17 02:00:00+00:00,1.43747,1.43788,1.43728,1.43752,4215,1.43737,1.43778,1.43718,1.43743,1.43757,1.43799,1.43736,1.4376,0.00017000000000000348,0.011825922421949155
2025-03-17 03:00:00+00:00,1.43752,1.43786,1.43729,1.43748,2947,1.43743,1.43777,1.43719,1.43738,1.43761,1.43796,1.43738,1.43757,0.00018999999999991246,0.013217575201040183
