date,open,high,low,close,volume,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,spread,spread_pct
2025-03-14 11:00:00+00:00,148.802,148.824,148.64,148.728,18928,148.795,148.815,148.632,148.719,148.81,148.832,148.649,148.738,0.019000000000005457,0.012774998655266968
2025-03-14 12:00:00+00:00,148.732,148.804,148.587,148.658,13605,148.724,148.796,148.579,148.651,148.739,148.812,148.594,148.665,0.013999999999981583,0.009417589366183848
2025-03-14 13:00:00+00:00,148.658,148.795,148.522,148.68,17302,148.651,148.788,148.513,148.662,148.664,148.803,148.529,148.697,0.03499999999999659,0.023540489642182263
2025-03-14 14:00:00+00:00,148.684,148.898,148.351,148.461,34791,148.665,148.891,148.344,148.453,148.702,148.904,148.358,148.469,0.015999999999991132,0.010777241160972329
2025-03-14 15:00:00+00:00,148.462,148.572,148.371,148.521,23179,148.455,148.562,148.363,148.512,148.47,148.581,148.378,148.53,0.018000000000000682,0.012119498252772795
2025-03-14 16:00:00+00:00,148.52,148.528,148.259,148.356,14755,148.512,148.519,148.25,148.348,148.529,148.536,148.267,148.364,0.015999999999991132,0.01078486882902689
2025-03-14 17:00:00+00:00,148.354,148.508,148.32,148.44,11264,148.347,148.5,148.313,148.431,148.361,148.516,148.328,148.449,0.018000000000000682,0.012126111560226813
2025-03-14 18:00:00+00:00,148.439,148.588,148.438,148.54,9588,148.429,148.579,148.429,148.532,148.449,148.597,148.447,148.548,0.015999999999991132,0.010771509357742785
2025-03-14 19:00:00+00:00,148.542,148.662,148.504,148.646,6408,148.535,148.654,148.496,148.639,148.548,148.671,148.511,148.654,0.014999999999986358,0.010091088895756602
2025-03-14 20:00:00+00:00,148.642,148.676,148.564,148.637,3955,148.635,148.665,148.556,148.609,148.649,148.686,148.571,148.665,0.055999999999983174,0.03767567967597783
2025-03-16 21:00:00+00:00,148.75,148.865,148.738,148.774,520,148.721,148.843,148.721,148.744,148.779,148.887,148.755,148.805,0.06100000000000705,0.0410017879468234
2025-03-16 22:00:00+00:00,148.775,148.802,148.57,148.574,5018,148.741,148.79,148.562,148.564,148.809,148.813,148.578,148.584,0.020000000000010232,0.013461305477412085
2025-03-16 23:00:00+00:00,148.576,148.704,148.464,148.608,7809,148.565,148.696,148.453,148.599,148.586,148.714,148.475,148.616,0.01700000000002433,0.011439491817415165
2025-03-17 00:00:00+00:00,148.61,148.886,148.462,148.796,12954,148.602,148.879,148.456,148.789,148.617,148.894,148.469,148.804,0.01500000000001478,0.010080916153669978
2025-03-17 01:00:00+00:00,148.796,148.9,148.562,148.619,11678,148.788,148.893,148.553,148.609,148.805,148.907,148.57,148.629,0.01999999999998181,0.013457229560138211
2025-03-17 02:00:00+00:00,148.618,148.708,148.536,148.652,9417,148.609,148.698,148.528,148.644,148.628,148.717,148.545,148.659,0.014999999999986358,0.010090681591896753
2025-03-17 03:00:00+00:00,148.652,148.816,148.572,148.73,7333,148.644,148.809,148.563,148.721,148.66,148.824,148.582,148.738,0.016999999999995907,0.011430108249845968
2025-03-17 04:00:00+00:00,148.73,149.042,148.722,149.039,9416,148.721,149.034,148.713,149.031,148.739,149.05,148.73,149.047,0.015999999999991132,0.010735445084837616
2025-03-17 05:00:00+00:00,149.044,149.07,148.89,148.98,9640,149.036,149.062,148.881,148.971,149.051,149.077,148.898,148.988,0.016999999999995907,0.011410927641291386
2025-03-17 06:00:00+00:00,148.98,149.1,148.802,148.968,11924,148.972,149.092,148.793,148.961,148.988,149.108,148.81,148.975,0.013999999999981583,0.00939799151494387
2025-03-17 07:00:00+00:00,148.97,148.998,148.823,148.84,13229,148.963,148.989,148.814,148.832,148.976,149.006,148.831,148.847,0.01500000000001478,0.010077936038709203
2025-03-17 08:00:00+00:00,148.852,148.982,148.684,148.928,17545,148.846,148.974,148.676,148.921,148.858,148.991,148.691,148.935,0.014000000000010004,0.009400515685438603
2025-03-17 09:00:00+00:00,148.926,148.935,148.599,148.666,13854,148.919,148.927,148.592,148.658,148.934,148.943,148.606,148.675,0.01700000000002433,0.01143502885664801
2025-03-17 10:00:00+00:00,148.67,148.682,148.483,148.499,11502,148.662,148.673,148.475,148.492,148.678,148.691,148.49,148.506,0.014000000000010004,0.009427672913629052
2025-03-17 11:00:00+00:00,148.5,148.558,148.417,148.46,9310,148.492,148.55,148.408,148.453,148.508,148.565,148.425,148.468,0.014999999999986358,0.010103731644878322
2025-03-17 12:00:00+00:00,148.462,148.953,148.234,148.818,26746,148.456,148.946,148.209,148.809,148.469,148.96,148.253,148.827,0.018000000000000682,0.012095311051082988
2025-03-17 13:00:00+00:00,148.82,149.1,148.726,148.834,28623,148.813,149.092,148.718,148.825,148.827,149.107,148.733,148.842,0.01700000000002433,0.01142212128950665
2025-03-17 14:00:00+00:00,148.826,148.85,148.568,148.602,35033,148.817,148.842,148.559,148.593,148.835,148.859,148.577,148.61,0.01700000000002433,0.011439953701850802
2025-03-17 15:00:00+00:00,148.602,148.66,148.446,148.557,22113,148.594,148.652,148.436,148.549,148.61,148.668,148.455,148.565,0.015999999999991132,0.010770276728791732
2025-03-17 16:00:00+00:00,148.556,148.732,148.521,148.728,13786,148.549,148.725,148.513,148.721,148.564,148.74,148.529,148.735,0.014000000000010004,0.009413156903884947
2025-03-17 17:00:00+00:00,148.73,149.027,148.702,148.989,11071,148.722,149.019,148.693,148.982,148.739,149.035,148.71,148.996,0.014000000000010004,0.009396666868030529
2025-03-17 18:00:00+00:00,148.99,149.244,148.952,149.178,11646,148.982,149.236,148.942,149.171,148.997,149.254,148.96,149.185,0.014000000000010004,0.00938476182815831
2025-03-17 19:00:00+00:00,149.178,149.284,149.14,149.161,9958,149.172,149.277,149.131,149.153,149.185,149.293,149.148,149.169,0.016000000000019554,0.010726664476652445
2025-03-17 20:00:00+00:00,149.16,149.266,149.054,149.209,4913,149.153,149.256,149.045,149.199,149.168,149.281,149.063,149.219,0.01999999999998181,0.013404017183937838
2025-03-17 21:00:00+00:00,149.214,149.242,149.126,149.148,592,149.172,149.212,149.101,149.135,149.256,149.28,149.143,149.162,0.027000000000015234,0.01810282404056054
2025-03-17 22:00:00+00:00,149.148,149.334,149.146,149.33,2399,149.134,149.327,149.134,149.322,149.162,149.342,149.159,149.338,0.015999999999991132,0.010714524877781512
2025-03-17 23:00:00+00:00,149.332,149.402,149.31,149.396,5218,149.324,149.396,149.303,149.388,149.34,149.41,149.318,149.405,0.016999999999995907,0.011379153390984971
